geogname	lat	long
Cité Dupetit-Thouars	48.8658789	2.3621461
Cité Duplan	48.8757221	2.2848843
Cité Dupont	48.8627057	2.3804873
Cité Durmar	48.8667385	2.3817586
Cité Falaise	48.8966026	2.3342275
Cité Falguière	48.840715	2.3121181
Cité Fénelon	48.8788841	2.3420821
Cité Florentine	48.8786653	2.3883297
Cité Florentine Estrade	48.8471789	2.2680738
Cité Georges Ambroise Boisselat et Blanche	48.8536991	2.4089345
Cité Germain Pilon	48.8841103	2.3365222
Cité Griset	48.8667074	2.3788517
Cité Hermel	48.8905856	2.3441833
Cité Héron	48.8745656	2.3650165
Cité Hittorf	48.8716216	2.3588426
Cité Hiver	48.8799269	2.3771042
Cité Industrielle	48.8588558	2.3807744
Cité Jandelle	48.8754157	2.3801611
Cité Joly	48.8629332	2.3826469
Cité Joyeux	48.8968955	2.3232918
Cité Leclaire	48.8604407	2.4062136
Cité Lemercier	48.8868887	2.324312
Cité Lepage	48.880459	2.3711924
Cité Leroy	48.8707342	2.3927752
Cité Malesherbes	48.881039	2.3390901
Cité Marie	48.8960227	2.3187141
Cité Martignac	48.8567447	2.317948
Cité Monthiers	48.880944	2.3286489
Cité Montmartre	48.866036	2.3446035
Cité Morieux	48.8532405	2.2950886
Cité Moynet	48.843697	2.3863716
Cité Nicolas Poussin	48.8386179	2.3306975
Cité Nollez	48.8939688	2.3375763
Cité Odiot	48.8733697	2.3042266
Cité Paradis	48.8749731	2.3498414
Cité Parchappe	48.8531942	2.3718313
Cité Pigalle	48.8801511	2.3341627
Cité Pilleux	48.8886845	2.3271459
Cité Popincourt	48.8627506	2.3756091
Cité Pottier	48.8922582	2.3733434
Cité Prost	48.8522101	2.3859085
Cité Ribot	48.8672767	2.379912
Cité Riverin	48.8700255	2.3582397
Cité Rougemont	48.8717789	2.3452755
Cité Saint-Chaumont	48.8751878	2.375573
Cité Saint-Martin	48.8729254	2.3580747
Cité Souzy	48.8517978	2.3893542
Cité Stemler	48.8750204	2.3747324
Cité Thuré	48.8454666	2.2958645
Cité Vaneau	48.85431	2.3190004
Cité Véron	48.8845737	2.3321404
Cité Voltaire	48.8525344	2.3894462
Cour Bérard	48.854367	2.3658591
Cour d'Alsace-Lorraine	48.8459523	2.3900558
Cour Damoye	48.8538552	2.3701776
Cour de la Ferme Saint-Lazare	48.8762269	2.3547487
Cour de la Grâce de Dieu	48.8720651	2.3753312
Cour de la Métairie	48.8736376	2.3856859
Cour de l'Étoile d'Or	48.8519681	2.3746639
Cour de l'Industrie	48.8506388	2.387157
Cour de l'Ours	48.8517141	2.3755486
Cour de Rohan	48.8530254	2.3394666
Cour de Rome	48.8758411	2.3245164
Cour Debille	48.8566434	2.3792361
Cour des 3 Frères	48.852427	2.375432
Cour des Bretons	48.8713565	2.3733956
Cour du Bel air	48.8520501	2.373197
Cour du Cantal	48.8539203	2.3717305
Cour du Chêne Vert	48.8500229	2.3737209
Cour du Commerce Saint-André	48.853039	2.339085
Cour du Coq	48.8593731	2.3698674
Cour du Ginkgo	48.8403247	2.3809668
Cour du Havre	48.8757949	2.3261617
Cour du Levant	48.8320424	2.3905577
Cour du Liégat	48.8311049	2.3733592
Cour du Marché Saint-Antoine	48.848495	2.3757364
Cour du Minervois	48.8321226	2.3871543
Cour du Panier Fleuri	48.8532325	2.3742981
Cour du Saint-Esprit	48.8517193	2.3777219
Cour Jasmin	48.8522791	2.2664689
Cour Lesage	48.8731227	2.3812172
Cour Quellard	48.853791	2.3740107
Cour Saint-Emilion	48.8332109	2.3867096
Cour Saint-Joseph	48.852519	2.3736571
Cour Saint-Louis	48.8528142	2.3728034
Cour Saint-Nicolas	48.8507379	2.3884341
Cour Saint-Pierre	48.8870796	2.3254607
Cour Vendôme	48.8672946	2.3281862
Couronnes	48.869274	2.380155
Cours de Vincennes	48.8476123	2.4052773
Cours du 7ème art	48.8781517	2.3868329
Cours la Reine	48.8648402	2.3141279
Croulebarbe	48.8347839	2.3468998
Enfants-Rouges	48.8645161	2.3634163
Espl. du Port de l'Arsenal	48.8523159	2.3679718
Espl. du Souvenir Français	48.8525425	2.3122077
Espl. Henri France	48.8394736	2.2712667
Espl. Pierre Vidal-Naquet	48.8296581	2.3815152
Espl. Roger Linet	48.8678569	2.3778049
Espl. Saint-Louis	48.8398405	2.43468
Rue Fabert	48.8599152	2.3131693
Esplanade Jacques Chaban-Delmas	48.847286	2.311636
Esplanade Léo Hamon	48.836742	2.3512959
Esplanade Max Guedj	48.8408995	2.2793483
Faubourg-du-Roule	48.8746664	2.3038222
Fer à Cheval	48.864519	2.3229928
Gaillon	48.8696623	2.3336218
Galerie Colbert	48.8669707	2.3394572
Galerie de Beaujolais	48.8658844	2.3384698
Galerie de Chartres	48.8637217	2.3366073
Galerie de la Cour d'Honneur	48.8639159	2.336713
Galerie de la Madeleine	48.8698079	2.3223785
Galerie de la Villette	48.8923227	2.3883319
Galerie de Montpensier	48.8650989	2.3372521
Galerie de Nemours	48.8632158	2.3364183
Galerie de Valois	48.8649155	2.3383957
Galerie des Proues	48.8632992	2.3373745
Galerie des Variétés	48.8709014	2.3416515
Galerie d'Orléans	48.8638415	2.3374464
Galerie du Caire	48.8681457	2.3492347
Galerie du Jardin	48.8637701	2.3376478
Galerie du Théatre Français	48.8634045	2.3355839
Galerie Feydeau	48.8706604	2.3413364
Galerie Saint-Denis	48.8676577	2.3513018
Galerie Sainte-Foy	48.8680761	2.3499117
Galerie Saint-Marc	48.8705781	2.341975
Galerie Véro-Dodat	48.8628189	2.340235
Goutte d'Or	48.8887332	2.3555872
Grandes-Carrières	48.8904745	2.3318185
Grange aux Belles	48.8777753	2.3680402
Grenelle	48.8497552	2.2905737
Hameau Béranger	48.852618	2.2740835
Hameau d'Alleray	48.837923	2.302668
Hameau de Boulainvilliers	48.8538816	2.2743264
Hameau du Danube	48.8813907	2.3927587
Hameau la Fontaine	48.8525736	2.2752128
Hameau Michel-Ange	48.8403643	2.2598761
Île aux Cygnes	48.851667	2.281944
Île de la Cité	48.8548825	2.3474928
Île Saint-Louis	48.8515572	2.3574207
Impasse Alexandre Lécuyer	48.8976541	2.341148
Impasse Barrier	48.8478628	2.3797293
Impasse Basilide Fossard	48.8702077	2.4030962
Impasse Baudran	48.824151	2.3560289
Impasse Baudricourt	48.825432	2.3623838
Impasse Beaubourg	48.8621725	2.3534705
Impasse Berthaud	48.8613441	2.3540456
Impasse Bon Secours	48.8550921	2.3838368
Impasse Bonne Nouvelle	48.8704122	2.3505871
Impasse Bourdin	48.8676916	2.3057548
Impasse Bourgoin	48.8240523	2.3681109
Impasse Boursault	48.8829517	2.3206802
Impasse Boutron	48.877007	2.362315
Impasse Calmels	48.894306	2.3388378
Impasse Canart	48.8460522	2.4085693
Impasse Carrière-Mainguet	48.8568131	2.3881314
Impasse Cels	48.8364467	2.3247741
Impasse Chandon	48.838711	2.287694
Impasse Charles Petit	48.8512516	2.3845013
Impasse Chartière	48.848299	2.3461038
Impasse Chausson	48.8754432	2.3666251
Impasse Clisson	48.8314036	2.3676429
Impasse Cordon-Boussard	48.8658264	2.3977677
Impasse Corneille	48.8448017	2.2626437
Impasse Crozatier	48.8483636	2.3794619
Impasse Damesme	48.8224476	2.3558977
Impasse d'Amsterdam	48.8777735	2.3266478
Impasse d'Antin	48.8671959	2.308845
Impasse Dany	48.8779614	2.3206972
Impasse Daunay	48.860445	2.3876495
Impasse de Bergame	48.8536771	2.3992821
Impasse de Casteggio	48.8542766	2.3985465
Impasse de Conti	48.8570706	2.3382374
Impasse de Joinville	48.8911232	2.3782897
Impasse de la Baleine	48.8673762	2.3775423
Impasse de la Boule Rouge	48.8735538	2.34383
Impasse de la Chapelle	48.8926906	2.3590811
Impasse de la Confiance	48.8534957	2.3996404
Impasse de la Défense	48.8851986	2.3269848
Impasse de la Grosse Bouteille	48.8952778	2.3398242
Impasse de la Jonquière	48.8948215	2.3163156
Impasse de la Mare	48.8695626	2.3888973
Impasse de la Planchette	48.8683842	2.3552684
Impasse de la Poissonnerie	48.8557288	2.3634454
Impasse de la Santé	48.8368297	2.3418909
Impasse de la Tour d'Auvergne	48.87977	2.3424127
Impasse de l'Enfant Jésus	48.8448334	2.3145734
Impasse de Lévis	48.882528	2.315521
Impasse de l'Hôtel d'Argenson	48.8569039	2.3570292
Impasse de l'Île de France	48.8559158	2.3986419
Impasse de Malakoff	48.8765964	2.2828849
Impasse de Mont-Louis	48.8581665	2.3881379
Impasse de Nevers	48.8553718	2.338663
Impasse de Presles	48.852363	2.2961889
Impasse de Valmy	48.8571531	2.3267545
Impasse de Wattignies	48.8346516	2.3993721
Impasse Delaunay	48.8552959	2.3859302
Impasse Deligny	48.896548	2.3228732
Impasse des 12 Maisons	48.8659155	2.3032021
Impasse des 2 Anges	48.8552986	2.332895
Impasse des 2 Cousins	48.8850647	2.2938148
Impasse des Anglais	48.8892942	2.3752687
Impasse des Arbalétriers	48.8584501	2.35946
Impasse des Arts	48.8472076	2.3978588
Impasse des Belles Feuilles	48.868794	2.2807179
Impasse des Bourdonnais	48.8605544	2.3449333
Impasse des Carrières	48.8582034	2.2815566
Impasse des Chevaliers	48.8723043	2.3963357
Impasse des Crins	48.8538893	2.3991441
Impasse des Jardiniers	48.852224	2.3923077
Impasse des Orteaux	48.8566414	2.3990124
Impasse des Panoyaux	48.8663603	2.3848923
Impasse des Peintres	48.8639959	2.3500935
Impasse des Prêtres	48.8652784	2.2835105
Impasse des Primevères	48.8590397	2.3702605
Impasse des Rigaunes	48.8761472	2.3981289
Impasse des Souhaits	48.8541896	2.3991847
Impasse des Vignoles	48.8557658	2.4021379
Impasse Dombasle	48.8354082	2.3020396
Impasse Druinot	48.8498312	2.3810418
Impasse du Bureau	48.8533493	2.3942066
Impasse du Cadran	48.8836949	2.3454877
Impasse du Commerce	48.8457421	2.2938203
Impasse du Crédit Lyonnais	48.8201073	2.3444107
Impasse du Dr Jacques Bertillon	48.8671542	2.3002864
Impasse du Gué	48.8971244	2.3591533
Impasse du Labrador	48.8293671	2.3028395
Impasse du Marché aux Chevaux	48.8388012	2.3569214
Impasse du Maroc	48.8869234	2.3690977
Impasse du Moulin Vert	48.8292831	2.3239922
Impasse du Pèlerin	48.8947469	2.3165024
Impasse du Petit Modèle	48.8329504	2.3591397
Impasse du Pilier	48.8588154	2.3901957
Impasse du Rouet	48.827687	2.325518
Impasse du Talus	48.8962027	2.3323602
Impasse du Tertre	48.8869424	2.3402264
Impasse Dupuy	48.888365	2.3613103
Impasse Erard	48.8457853	2.384314
Impasse Eveillard	48.8646911	2.4036333
Impasse Fortin	48.8728425	2.306838
Impasse Franchemont	48.8534609	2.3838597
Impasse Girardon	48.8879916	2.3370246
Impasse Gomboust	48.8675988	2.3316443
Impasse Grimaud	48.881977	2.3890887
Impasse Grisel	48.8478553	2.3031648
Impasse Gros	48.8558816	2.4040474
Impasse Guéménée	48.854367	2.3658591
Impasse Hautefeuille	48.8524975	2.3429857
Impasse Haxo	48.8680718	2.4075591
Impasse Jean Beausire	48.855153	2.3680803
Impasse Lamier	48.8582729	2.3886848
Impasse Léa Blain	48.8519312	2.2611761
Impasse Lebouis	48.8368118	2.3217984
Impasse Léger	48.8853647	2.3096353
Impasse Letort	48.8954714	2.3435415
Impasse Louis Robert	48.8701321	2.3920505
Impasse Louvat	48.8335245	2.3272042
Impasse Marie Blanche	48.8857124	2.3327558
Impasse Marie de Régnier	48.8568029	2.2842872
Impasse Marteau	48.9015921	2.3596681
Impasse Martini	48.8700866	2.3556971
Impasse Marty	48.896914	2.3252408
Impasse Massonnet	48.8953895	2.3516523
Impasse Mathieu	48.8412199	2.3130046
Impasse Maubert	48.8512196	2.3492225
Impasse Milord	48.8966179	2.328659
Impasse Molin	48.8906027	2.3639169
Impasse Morlet	48.8514044	2.395415
Impasse Mousset	48.845828	2.3917449
Impasse Naboulet	48.8943931	2.32116
Impasse Nansouty	48.8217206	2.3343842
Impasse nationale	48.8253658	2.367779
Impasse Onfroy	48.8243857	2.3562103
Impasse Orfila	48.8660718	2.3959011
Impasse Oudinot	48.8505196	2.3198639
Impasse Paul-Louis Courier	48.8562145	2.324684
Impasse Pers	48.8898122	2.3457779
Impasse Petin	48.8777764	2.3988884
Impasse Piver	48.8702042	2.3747674
Impasse Pixérécourt	48.8729084	2.3952302
Impasse Popincourt	48.8591855	2.3770962
Impasse Poule	48.8532647	2.3993242
Impasse Putigneux	48.854959	2.355797
Impasse Questre	48.8682569	2.3813758
Impasse Racine	48.8435074	2.2621943
Impasse Raffet	48.8513964	2.2651289
Impasse Rançon	48.8556741	2.4028343
Impasse Raymond Queneau	48.8958549	2.3617269
Impasse Reille	48.8261915	2.3396117
Impasse Robert	48.8951904	2.3387508
Impasse Robiquet	48.8442467	2.3259105
Impasse Rolleboise	48.8535074	2.3989315
Impasse Ronsin	48.8443358	2.3141546
Impasse Rothschild	48.8883651	2.3259082
Impasse Royer-Collard	48.8454054	2.3406863
Impasse Saint-Alphonse	48.8232818	2.3268409
Impasse Saint-Claude	48.8605263	2.3657181
Impasse Saint-Denis	48.8655602	2.3501032
Impasse Sainte-Henriette	48.8967138	2.3434035
Impasse Sainte-Marthe	48.8741632	2.3723431
Impasse Sainte-Monique	48.8953605	2.3293412
Impasse Saint-Eustache	48.8638522	2.3456466
Impasse Saint-François	48.8965898	2.343857
Impasse Saint-Ouen	48.8938158	2.3271038
Impasse Saint-Paul	48.8560354	2.403801
Impasse Saint-Pierre	48.8548333	2.3998587
Impasse Saint-Sébastien	48.861234	2.3712353
Impasse Saint-Vincent	48.8779456	2.3851374
Impasse Salembrière	48.8528005	2.3465383
Impasse Satan	48.8561404	2.402629
Impasse Suez	48.8585068	2.3999533
Impasse Tourneux	48.8374246	2.3980926
Impasse Truillot	48.8603423	2.3745822
Impasse Vandal	48.8273766	2.3078349
Impasse Vassou	48.846362	2.4078817
Impasse Voltaire	48.8435486	2.2621328
Rue des Dardanelles	48.8779112	2.2844059
Notre-Dame-des-Champs	48.8477427	2.328309
Rue du Pressoir	48.8689081	2.3821572
Passage Abel Leblanc	48.846306	2.3821068
Passage Alexandre	48.8403773	2.3154117
Passage Alexandrine	48.8562336	2.388293
Passage Alfred Stevens	48.8820068	2.3387122
Passage Antoine Carême	48.8608482	2.3458015
Passage Barrault	48.828634	2.3486762
Passage Basfour	48.8661564	2.3514625
Passage Basfroi	48.8555933	2.3783573
Passage Beaufils	48.8525363	2.4051445
Passage Berzélius	48.8953579	2.3204787
Passage Beslay	48.8633921	2.3741248
Passage Binder	48.8843036	2.3825498
Passage Boiton	48.8277784	2.3502415
Passage Boudin	48.8689877	2.4069037
Passage Boulay	48.8956295	2.3175908
Passage Bourgoin	48.8248617	2.3699443
Passage Brady	48.8712111	2.3553318
Passage Briare	48.8771294	2.3431178
Passage Briquet	48.8835044	2.344877
Passage Brunoy	48.845067	2.3777992
Passage Bullourde	48.8547258	2.3770311
Passage Cardinet	48.886654	2.3121724
Passage Championnet	48.8955372	2.3475415
Passage Chanvin	48.8321435	2.3712187
Passage Charlemagne	48.8551491	2.3606944
Passage Charles Albert	48.8966264	2.3316905
Passage Charles Dallery	48.8549658	2.3778534
Passage Chaussin	48.8392654	2.401571
Passage Choiseul	48.8680834	2.3355673
Passage Colbert	48.866395	2.3391446
Passage Collin	48.8826022	2.3359957
Passage Cottin	48.8877993	2.3461871
Passage Courtois	48.8569543	2.3869589
Passage Dagorno	48.8554182	2.4048161
Passage Dareau	48.8307701	2.3354876
Passage Daunay	48.8952452	2.3288635
Passage Dauphine	48.8548556	2.3385994
Passage de Abbesses	48.8851304	2.3381907
Passage de Beaujolais	48.8663702	2.3374599
Passage de Clichy	48.8849499	2.3289845
Passage de Crimée	48.892751	2.3734504
Passage de Dantzig	48.832005	2.2967433
Passage de Flandre	48.886861	2.3741204
Passage de Gergovie	48.834539	2.3133093
Passage de la Bonne Graine	48.8515895	2.3769188
Passage de la Boule Blanche	48.8519352	2.3727642
Passage de la Brie	48.8807546	2.3725574
Passage de la Duée	48.8713463	2.396014
Passage de la Ferme Saint-Lazare	48.8763897	2.3554152
Passage de la Folie-Regnault	48.8609816	2.3882195
Passage de la Fonderie	48.8663789	2.3759337
Passage de la Hutte aux Gardes	48.8912509	2.3027676
Passage de la Madeleine	48.8710084	2.3233538
Passage de la Main d'Or	48.8519514	2.3780034
Passage de la Moselle	48.884596	2.3771112
Passage de la Petite Boucherie	48.8535796	2.3355651
Passage de la Petite Voirie	48.8644016	2.3741247
Passage de la Providence	48.8539356	2.4038054
Passage de la Tour de Vanves	48.8346792	2.3233907
Passage de la Trinité	48.8658121	2.3512331
Passage de la Vierge	48.8557474	2.306273
Passage de la Visitation	48.8565763	2.3236605
Passage de la Voûte	48.8469649	2.408582
Passage de Lagny	48.849809	2.4090729
Passage de l'Ancre	48.8643855	2.3525856
Passage de l'Asile	48.8596802	2.3751936
Passage de l'Atlas	48.8751156	2.376602
Passage de l'Horloge À Automates	48.862317	2.352406
Passage de l'Industrie	48.8712991	2.3542046
Passage de l'Union	48.8573044	2.3047792
Passage de l'Yonne	48.8324827	2.3857157
Passage de Melun	48.8841541	2.3760716
Passage de Ménilmontant	48.8650921	2.3826828
Passage de Montpensier	48.8641852	2.3364751
Passage de Pékin	48.8712203	2.3830885
Passage de Richelieu	48.8646799	2.3365915
Passage de Thionville	48.8884604	2.3816953
Passage de Verdun	48.8876965	2.3814377
Passage Delanos	48.8779802	2.3578675
Passage Delessert	48.8792238	2.3649023
Passage d'Enfer	48.8387075	2.3316485
Passage Depaquit	48.8878205	2.333949
Passage des 2 Pavillons	48.8661284	2.3390299
Passage des 2 Portes	48.8590565	2.4050018
Passage des Acacias	48.8780437	2.2937156
Passage des Arts	48.8354245	2.3213606
Passage des Charbonniers	48.8450941	2.3097931
Passage des Cloÿs	48.8920355	2.3363928
Passage des Crayons	48.8304103	2.3750568
Passage des Entrepreneurs	48.8443313	2.292636
Passage des Epinettes	48.8429461	2.3253068
Passage des Fours À Chaux	48.8794441	2.3740273
Passage des Gravilliers	48.8637321	2.3570891
Passage des Jacobins	48.8670183	2.331796
Place du Marché Saint-Honoré	48.867037	2.331807
Passage des Marais	48.8716708	2.3614618
Passage des Mauxins	48.8775147	2.4044487
Passage des Patriarches	48.8411431	2.3500982
Passage des Petits Pères	48.8665139	2.340177
Passage des Postes	48.8410629	2.3490495
Passage des Princes	48.8717253	2.3391959
Passage des Pruniers	48.865015	2.3909968
Passage des Récollets	48.8740383	2.3595665
Passage des Rondeaux	48.8650094	2.3962001
Passage des Saint-Simoniens	48.8709929	2.3969382
Passage des Soupirs	48.8688096	2.3964801
Passage des Taillandiers	48.8539066	2.3748664
Passage des Tourelles	48.875151	2.4046248
Passage Desgrais	48.8915618	2.373365
Passage d'Eupatoria	48.8690621	2.3871369
Passage Dieu	48.8560354	2.403801
Passage Doisy	48.878231	2.2920426
Passage Dombasle	48.8365798	2.3010518
Passage Driancourt	48.8494093	2.3796173
Passage du Bourg l'Abbé	48.8645427	2.3506951
Passage du Buisson Saint-Louis	48.8723379	2.3734545
Passage du Bureau	48.8545783	2.3940504
Passage du Caire	48.8679821	2.3499482
Passage du Champ au Loup	48.8965991	2.3313501
Passage du Champ Marie	48.8962849	2.3371684
Passage du Chantier	48.8514558	2.3734279
Passage du Charolais	48.8407686	2.3869855
Passage du Chemin Vert	48.8595674	2.3747323
Passage du Cheval Blanc	48.8533218	2.3711557
Passage du Clos Bruneau	48.8487137	2.3473796
Passage du Commandant Charles Martel	48.8846599	2.3178577
Passage du Génie	48.8484993	2.3894146
Passage du Grand Cerf	48.8649679	2.3485014
Passage du Guesclin	48.8520765	2.297071
Passage du Jeu de Boules	48.865572	2.367078
Passage du Marché	48.8711904	2.356853
Passage du Maure	48.8618563	2.3533862
Passage du Mont Cenis	48.8973456	2.3451292
Passage du Moulin des Prés	48.8290416	2.3530733
Passage du Moulinet	48.826568	2.3539215
Passage du Perron	48.8650734	2.3380179
Passage du Plateau	48.8781318	2.3849291
Passage du Ponceau	48.867583	2.3524522
Passage du Pont aux Biches	48.8677667	2.3586615
Passage du Poteau	48.8974007	2.3368588
Passage du Prado	48.869952	2.3537929
Passage du Retrait	48.8692304	2.3939724
Passage du Roi d'Alger	48.8955372	2.3475415
Passage du Ruisseau de Ménilmontant	48.8686433	2.3933273
Passage du Surmelin	48.8699452	2.4055327
Passage du Télégraphe	48.8741581	2.3983568
Passage du Trône	48.8494091	2.3983836
Passage Dubail	48.8738425	2.3595055
Passage Dubois	48.8848807	2.3825966
Passage Dubuffet	48.8331577	2.3885896
Passage Dudouy	48.862627	2.3809283
Passage Duhesme	48.8960106	2.3476071
Passage Dumas	48.8523168	2.3912197
Passage Duris	48.8643045	2.3887123
Passage Eugène Beaudouin	48.8539184	2.2670413
Passage Fermat	48.8368985	2.3244731
Passage Flourens	48.8973251	2.3268088
Passage Foubert	48.8252491	2.3529329
Passage Gambetta	48.8727359	2.4016495
Passage Ganneron	48.8901594	2.3264842
Passage Gatbois	48.8447169	2.3795922
Passage Gauthier	48.8754493	2.3810245
Passage Geffroy-Didelot	48.8826842	2.3169828
Passage Goix	48.8848726	2.3662904
Passage Guénot	48.851792	2.391238
Passage Guilhem	48.8619821	2.3798237
Passage Gustave Lepeu	48.8564676	2.3882066
Passage Hébrard	48.8731147	2.3729267
Passage Hennel	48.8454045	2.3800413
Passage Henri Gaillard	48.8717444	2.2755381
Passage Jaillot	48.843434	2.3508582
Passage Jean Beausire	48.854286	2.3677977
Passage Jean Nicot	48.8589506	2.3078715
Passage Joanès	48.8285439	2.3169129
Passage Josseaume	48.8548827	2.4026732
Passage Josset	48.8526468	2.3765766
Passage Jouffroy	48.8725837	2.3422199
Passage Kracher	48.8949547	2.3488261
Passage Landrieu	48.8602512	2.3036608
Passage Lathuille	48.8849341	2.3277589
Passage Legendre	48.8917102	2.3267024
Passage Lemoine	48.868507	2.3531271
Passage Lepic	48.8846695	2.3341137
Passage Lhomme	48.8532125	2.3753451
Passage Lisa	48.8585101	2.3775803
Passage Louis-Philippe	48.8539623	2.3729142
Passage Maigrot-Delaunay	48.8507451	2.4008419
Passage Maurel	48.842698	2.3630594
Passage Meslay	48.8683155	2.3592168
Passage Molière	48.8624074	2.3512082
Passage Moncey	48.8900797	2.3253449
Passage Monplaisir	48.8655623	2.3856177
Passage Montbrun	48.8288664	2.3293914
Passage Montgallet	48.8440495	2.3877755
Passage Nafissa Sid Cara	48.8790924	2.4089928
